index,driver_id,lyft_rev_x,pop1,ride_id,ride_distance,ride_duration,ride_prime_time,ride_distance_miles,ride_duration_mins,fare_total,mile_perc,time_perc,lyft_rev_y,pre_pt_fare,pre_pt_lyft_rev,is_prime_time,event,timestamp,time_of_day,weekday,month,day_of_week
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,cee97d3a86ab81ff1ee41e7426a082cc,2434,506,0.25,1.512417481328,8.433333333333334,8.243266796075668,0.4839,0.5161,0.7189,7.344613436860534,1.4689226873721069,True,requested_at,2016-05-18 21:29:38,4,0.0,5,Wednesday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,cfd4a9c275c812148d0ecaffb17fa854,3444,971,0.75,2.140002385248,16.183333333333334,14.287338133644932,0.4087,0.5913,1.2043,9.771336076368533,1.9542672152737068,True,requested_at,2016-06-05 17:06:16,3,1.0,6,Sunday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,d04a2fab8f224ee824f66ece82d729c0,2920,353,0.0,1.81440388064,5.883333333333334,7.130897796069332,0.6172,0.3828,0.6762,7.130897796069332,1.4261795592138666,False,requested_at,2016-06-02 16:51:08,3,0.0,6,Thursday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,d31d7c47c230715656f7842f2ef4641a,2232,496,0.0,1.386900500544,8.266666666666667,7.163602242292267,0.4672,0.5328,0.6827,7.163602242292267,1.4327204484584537,False,requested_at,2016-06-22 13:17:40,3,0.0,6,Wednesday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,d860426f111362c7d22bff032062bd40,5015,713,0.0,3.11617652788,11.883333333333333,9.94793634039533,0.5782,0.4218,1.2396,9.94793634039533,1.989587268079066,False,requested_at,2016-04-24 18:34:28,4,1.0,4,Sunday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,db46f1b031e64c66f1559c36d47caa6d,2198,556,0.0,1.365773880016,9.266666666666667,7.359306628685068,0.4352,0.5648,0.7219,7.359306628685068,1.4718613257370137,False,requested_at,2016-04-27 20:15:03,4,0.0,4,Wednesday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,e12e0da37fc9cdf44b5d8df10b979149,2931,574,0.0,1.821238963752,9.566666666666666,7.949091474981468,0.4988,0.5012,0.8398,7.949091474981468,1.5898182949962931,False,requested_at,2016-04-24 17:45:14,3,1.0,4,Sunday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,e6c6d6c487f0e797e2dceacb659e37a7,548,208,0.5,0.340511413216,3.466666666666667,6.619,0.6013,0.3987,0.3825,5.6626666666666665,1.1325333333333334,True,requested_at,2016-06-05 13:39:51,3,1.0,6,Sunday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,f3ce30db8d34ebc0fd5e094cfa570ca0,7731,787,0.0,4.803820685352,13.116666666666667,12.160060454821462,0.6569,0.3431,1.682,12.160060454821462,2.4320120909642924,False,requested_at,2016-05-18 20:23:49,4,0.0,5,Wednesday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,f95f062ce77b48660c485e2028c0ff2c,6748,475,0.0,4.193012803616,7.916666666666668,10.313631390825067,0.7346,0.2654,1.3127,10.313631390825067,2.0627262781650133,False,requested_at,2016-04-29 20:51:02,4,0.0,4,Friday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,ff20da2338a0d658a864fe0d9ff15d01,4734,1015,0.0,2.941571222928,16.916666666666668,10.854473573033866,0.4762,0.5238,1.4209,10.854473573033866,2.1708947146067743,False,requested_at,2016-04-24 15:34:27,3,1.0,4,Sunday
1,007f0389f9c7b03ef97098422f902e62,32.0671,True,fff0e042e3f373008dd24e825f9469fe,4036,749,0.75,2.507854130912,12.483333333333333,13.603139771793733,0.5122,0.4878,1.1261,9.380365583882133,1.8760731167764264,True,requested_at,2016-04-24 17:57:58,3,1.0,4,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,0912947c9f3ff530407cd150a4cea97c,1148,223,0.0,0.713334128416,3.716666666666667,5.717666666666666,0.5844,0.4156,0.3935,5.717666666666666,1.1435333333333333,False,requested_at,2016-05-25 21:17:33,4,0.0,5,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,09f0a493480c76ef17c4b82aeddd5fc0,22069,1429,0.25,13.713040836248,23.816666666666666,30.01207953543981,0.7506,0.2494,4.2019,24.759663628351852,4.95193272567037,True,requested_at,2016-04-17 17:56:41,3,1.0,4,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,0bc9ac7288a5e644a9539d2b2fd4313d,2192,809,0.0,1.362045652864,13.483333333333333,8.282685834126934,0.3456,0.6544,0.9065,8.282685834126934,1.6565371668253868,False,requested_at,2016-05-19 12:19:27,3,0.0,5,Thursday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,0ff9232f8d8d220680a437bae8b7b488,3995,803,0.75,2.4823779120400005,13.383333333333333,13.898368881313836,0.4923,0.5077,1.1598,9.549067932179334,1.9098135864358667,True,requested_at,2016-04-06 16:40:50,3,0.0,4,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,2029bd672ace7ce8f7d92d69a34a37a1,1831,422,0.5,1.137730652552,7.033333333333332,8.033585375652201,0.4582,0.5418,0.5711,6.6057235837681345,1.3211447167536268,True,requested_at,2016-06-12 20:22:22,4,1.0,6,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,26f9b641d22bb31e6bcab5ee0be61215,4541,467,0.25,2.821646582872,7.783333333333332,9.946533629545169,0.6546,0.3454,0.9914,8.707226903636135,1.7414453807272272,True,requested_at,2016-06-12 19:07:22,4,1.0,6,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,2988b3a3abebd53ff2fa40349427ec4d,5003,652,0.25,3.108720073576,10.866666666666667,11.207118439098833,0.5993,0.4007,1.1931,9.715694751279065,1.9431389502558134,True,requested_at,2016-04-17 18:29:21,4,1.0,4,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,32eaad6546375c7ffd11afd9d64636ce,6039,958,0.0,3.752460628488,15.966666666666667,11.577996389427865,0.5513,0.4487,1.5656,11.577996389427865,2.3155992778855725,False,requested_at,2016-05-17 18:15:11,4,0.0,5,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,482a90a9d7c996e90005df5c3299fd82,1907,464,0.5,1.184954863144,7.7333333333333325,8.346047138923401,0.4447,0.5553,0.6128,6.814031425948935,1.362806285189787,True,requested_at,2016-05-17 11:30:00,2,0.0,5,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,5049ed0be5352cdcf577ed6f70c92de3,1475,399,0.25,0.9165225081999999,6.65,7.0162499999999985,0.4401,0.5599,0.5226,6.363,1.2726,True,requested_at,2016-05-25 21:04:00,4,0.0,5,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,5b0aec26d51dbe50d5d6821cf34309db,7425,921,0.0,4.6136811006,15.35,12.432733265689995,0.6111,0.3889,1.7365,12.432733265689995,2.4865466531379994,False,requested_at,2016-06-12 19:49:24,4,1.0,6,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,5d5a4193c82f46cdf4e4d21c2afdfb77,2024,434,0.0,1.257655292608,7.2333333333333325,6.787636919832534,0.4761,0.5239,0.6075,6.787636919832534,1.3575273839665067,False,requested_at,2016-04-08 18:44:05,4,0.0,4,Friday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,67e76ed64ac9c4ce118884cce825e393,2849,680,0.0,1.770286526008,11.333333333333336,8.279162838242534,0.4495,0.5505,0.9058,8.279162838242534,1.6558325676485068,False,requested_at,2016-05-17 12:20:51,3,0.0,5,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,6cb759c7c55176503a0dfafd9ff11cab,2434,501,0.25,1.512417481328,8.35,8.220350129408999,0.4863,0.5137,0.7153,7.326280103527202,1.46525602070544,True,requested_at,2016-05-25 20:33:20,4,0.0,5,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,75896ea90e9c096b5009d6d93ba60ee2,4819,794,0.0,2.9943877742479996,13.233333333333333,10.104879273718533,0.5419,0.4581,1.271,10.104879273718533,2.020975854743707,False,requested_at,2016-05-08 19:42:17,4,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,9dcf7714a399a8b2d2f8e5e7ce0c8240,2263,461,0.0,1.4061630074959999,7.683333333333334,7.057420791953733,0.4889,0.5111,0.6615,7.057420791953733,1.4114841583907467,False,requested_at,2016-04-17 20:46:09,4,1.0,4,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,a622156ef981088042f096e9c769c175,6512,1614,0.75,4.0463692023040005,26.9,22.249818019636802,0.4402,0.5598,2.1143,14.321324582649606,2.8642649165299208,True,requested_at,2016-05-15 00:23:45,1,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,a8a3873d7a0408acfaba56f271daef75,15604,981,0.0,9.695876079967999,16.35,18.49725749196321,0.7561,0.2439,2.9495,18.49725749196321,3.6994514983926425,False,requested_at,2016-04-05 13:07:54,3,0.0,4,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,a9c55860f151a4fac81c79c0481aee5c,4621,773,0.75,2.8713562782319997,12.883333333333333,14.488687843275232,0.5381,0.4619,1.2273,9.886393053300132,1.9772786106600264,True,requested_at,2016-05-08 19:00:00,4,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,ae57e73315c71db59607652d1ed4f7b8,10378,1243,0.25,6.448590230576,20.716666666666665,18.716931789786344,0.6194,0.3806,2.3947,15.723545431829073,3.1447090863658147,True,requested_at,2016-05-08 18:31:56,4,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,b2b8ec53768bf88b99b02036c56556ed,1374,408,0.25,0.853764017808,6.8,7.0575,0.4346,0.5654,0.5292,6.396,1.2792,True,requested_at,2016-04-08 18:27:15,4,0.0,4,Friday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,b6f208bb836476178da14f36c72586fb,7231,692,0.0,4.493135089352,11.533333333333333,11.454438686088134,0.6707,0.3293,1.5409,11.454438686088134,2.2908877372176266,False,requested_at,2016-06-12 19:23:27,4,1.0,6,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,bc594e995a63508275268503d0bbff12,4593,912,0.0,2.853957884856,15.2,10.3760515675844,0.4953,0.5047,1.3252,10.3760515675844,2.07521031351688,False,requested_at,2016-04-05 10:54:51,2,0.0,4,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,bdb526b446f1f59c1617c1c00eff6303,1502,334,0.25,0.9332995303839999,5.566666666666666,6.718333333333334,0.4843,0.5157,0.4749,6.124666666666667,1.2249333333333334,True,requested_at,2016-05-08 20:10:27,4,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,c1ef98b46280512d0dc440fb7691f9c8,3164,517,0.75,1.966018451488,8.616666666666667,11.024028800286267,0.5439,0.4561,0.8313,7.906587885877867,1.5813175771755734,True,requested_at,2016-04-17 20:31:39,4,1.0,4,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,c2d78738313cb7808c20fb8a5a4bb8d2,3127,572,0.0,1.943027717384,9.533333333333333,8.081815208324933,0.5158,0.4842,0.8664,8.081815208324933,1.6163630416649868,False,requested_at,2016-05-17 17:29:51,3,0.0,5,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,c534cbc74f26eb1e81ab85facab58805,86080,4620,0.0,53.48763220736,77.0,82.42077703846384,0.7819,0.2181,15.7342,82.42077703846384,16.484155407692768,False,requested_at,2016-05-26 07:22:38,2,0.0,5,Thursday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,ca538976f88cf1bec81d7a8f62749781,25624,1421,0.0,15.922015423808,23.68333333333333,27.270651070712514,0.7785,0.2215,4.7041,27.270651070712514,5.454130214142503,False,requested_at,2016-04-26 19:51:41,4,0.0,4,Tuesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,cd84f89abe81fb190ad03b0940a0cd27,1760,317,0.0,1.0936132979200002,5.283333333333333,6.169988625941333,0.5197,0.4803,0.484,6.169988625941333,1.2339977251882666,False,requested_at,2016-06-12 19:39:19,4,1.0,6,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,d54388c301e75129844f2f646936351b,5889,894,0.25,3.659254949688,14.9,13.107678990176494,0.5621,0.4379,1.4972,11.236143192141194,2.2472286384282394,True,requested_at,2016-05-08 20:44:37,4,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,d6d73750de8a54a418ba717f79bc3b2c,6358,833,0.0,3.950678038736,13.883333333333333,11.347613077879732,0.598,0.402,1.5195,11.347613077879732,2.2695226155759456,False,requested_at,2016-05-15 00:06:06,1,1.0,5,Sunday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,db9cc450957655bc0abe3c6114a1fcf2,4266,885,0.0,2.650769505072,14.75,10.0433849308328,0.4844,0.5156,1.2587,10.0433849308328,2.0086769861665603,False,requested_at,2016-04-06 10:45:05,2,0.0,4,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,f3f882404614cf973ba112b5caf6e9f2,4617,1026,0.0,2.868870793464,17.1,10.8112014124836,0.4672,0.5328,1.4122,10.8112014124836,2.16224028249672,False,requested_at,2016-04-06 10:20:40,2,0.0,4,Wednesday
2,011e5c5dfc5c2c92501b8b24d47509bc,60.132400000000004,True,fdd44a6e1522b34181f4171af39ee671,4939,746,0.5,3.0689523172879998,12.433333333333335,13.146942747321797,0.5634,0.4366,1.2529,10.014628498214533,2.0029256996429057,True,requested_at,2016-05-25 21:47:58,4,0.0,5,Wednesday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,06122e557cee834bb73ace6e113a1ddc,10761,1262,0.25,6.686575397112,21.03333333333333,19.146118800015174,0.6243,0.3757,2.4634,16.06689504001214,3.2133790080024287,True,requested_at,2016-05-20 15:33:58,3,0.0,5,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,096fb985402887a27d511fa4debdaf8f,2759,841,1.0,1.714363118728,14.016666666666667,13.860368506407735,0.39,0.61,1.011,8.805184253203869,1.761036850640774,True,requested_at,2016-05-19 14:51:18,3,0.0,5,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,0bc502a3220ad53b30e7d4215085b3e4,5145,909,0.0,3.19695478284,15.15,10.759498000266,0.5245,0.4755,1.4019,10.759498000266,2.1518996000532,False,requested_at,2016-06-24 20:00:23,4,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,12711992706071826cd9d5508ffd1efd,1755,360,0.0,1.0905064419600001,6.0,6.544082408254001,0.4488,0.5512,0.5588,6.544082408254001,1.3088164816508003,False,requested_at,2016-06-22 20:52:13,4,0.0,6,Wednesday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,1328f7fa406a11efab68efdb71eeb298,2043,430,0.25,1.269461345256,7.166666666666668,7.545684017138834,0.4808,0.5192,0.6073,6.786547213711067,1.3573094427422134,True,requested_at,2016-06-02 17:00:34,3,0.0,6,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,132a652a83bdad8eb85d34d4a14819de,2287,361,0.0,1.4210759161039999,6.0166666666666675,6.707903970186268,0.5525,0.4475,0.5916,6.707903970186268,1.3415807940372535,False,requested_at,2016-05-29 16:02:29,3,1.0,5,Sunday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,14d6ca627e4b654d90ef3da19e846532,3505,751,0.0,2.1779060279599998,12.516666666666667,9.00825859882067,0.4763,0.5237,1.0517,9.00825859882067,1.8016517197641333,False,requested_at,2016-05-28 14:26:39,3,1.0,5,Saturday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,2401241324b4aba16779c9a85a489e90,4531,934,0.5,2.815432870952,15.566666666666665,13.743621702392199,0.486,0.514,1.3325,10.412414468261467,2.0824828936522937,True,requested_at,2016-05-20 08:08:17,2,0.0,5,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,2567cb7666435b155596ec0d248d1d50,6621,895,0.0,4.114098662232,14.916666666666664,11.762880128233464,0.5905,0.4095,1.6026,11.762880128233464,2.3525760256466928,False,requested_at,2016-06-10 20:24:24,4,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,285a6aa57a65804a7bade5d61c526d8a,1416,349,0.25,0.8798616078720001,5.816666666666666,6.7870833333333325,0.4733,0.5267,0.4859,6.179666666666668,1.2359333333333336,True,requested_at,2016-06-24 19:15:01,4,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,2a6234e3c6f539254d2980722dd071dd,3652,1754,1.0,2.269247593184,29.23333333333333,21.831936130989867,0.2886,0.7114,1.8082,12.790968065494932,2.558193613098987,True,requested_at,2016-06-02 17:13:43,3,0.0,6,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,2c7b07228f2eae660f98e2bb665e5cad,3297,983,0.0,2.048660820024,16.383333333333333,9.71029327636093,0.3953,0.6047,1.1921,9.71029327636093,1.9420586552721864,False,requested_at,2016-06-25 19:44:10,4,1.0,6,Saturday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,2d78350fd2f67feec30faa46e23a209e,6170,1478,1.0,3.83386025464,24.63333333333333,23.406545252338663,0.4486,0.5514,1.9657,13.578272626169332,2.7156545252338664,True,requested_at,2016-05-15 14:41:16,3,1.0,5,Sunday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,32dc9407a56a7adb2465a46ad1da6d07,4469,955,0.0,2.776907857048,15.916666666666664,10.445110702271863,0.47700000000000004,0.523,1.339,10.445110702271863,2.089022140454373,False,requested_at,2016-05-19 17:21:07,3,0.0,5,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,38b74ad5a802123636c58905b6e4d824,4826,1093,0.25,2.9987373725919997,18.216666666666665,13.07026830643433,0.4625,0.5375,1.4912,11.206214645147462,2.241242929029493,True,requested_at,2016-05-19 15:24:35,3,0.0,5,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,3972b0725952dffd2344a795b8c32863,5036,1688,0.25,3.1292253229119997,28.13333333333333,15.984928068352671,0.3677,0.6323,1.9576,13.537942454682135,2.7075884909364265,True,requested_at,2016-06-24 17:53:34,3,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,435db6cf55c8b2e292b0baeb2689efb3,4901,1510,0.5,3.045340211992,25.16666666666667,17.3082118656862,0.3875,0.6125,1.8078,12.788807910457466,2.5577615820914934,True,requested_at,2016-05-15 15:40:01,3,1.0,5,Sunday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,49a8b5a55d5d93c3d84cc348f80d0116,4019,1196,0.25,2.497290820648,19.933333333333334,12.821522221348165,0.3957,0.6043,1.4514,11.007217777078534,2.201443555415707,True,requested_at,2016-05-07 18:20:25,4,1.0,5,Saturday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,4ed7113633ca5a52934e37cb846b29cc,1039,233,0.0,0.645604668488,3.883333333333333,5.754333333333332,0.5738,0.4262,0.4009,5.754333333333332,1.1508666666666667,False,requested_at,2016-05-28 17:11:12,3,1.0,5,Saturday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,4f133e0019f7c38b7f63065b1164f7f8,4269,861,0.0,2.652633618648,14.35,9.957528661445199,0.4914,0.5086,1.2415,9.957528661445199,1.9915057322890402,False,requested_at,2016-05-07 15:22:28,3,1.0,5,Saturday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,5286a5938dd87c5990125f962d1f92bb,2534,369,0.5,1.574554600528,6.15,8.495606685910799,0.5723,0.4277,0.6327,6.9137377906071995,1.38274755812144,True,requested_at,2016-06-24 17:30:14,3,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,5802bab2238f675a0e64d3ba3d747a40,4969,1062,0.0,3.0875934530479996,17.7,11.194732471005194,0.4769,0.5231,1.4889,11.194732471005194,2.238946494201039,False,requested_at,2016-05-19 16:21:53,3,0.0,5,Thursday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,5c68b5dd909768e3f6278e206cd72c8e,3867,449,0.5,2.402842399464,7.4833333333333325,10.364403139075401,0.6266,0.3734,0.8819,8.159602092716934,1.6319204185433869,True,requested_at,2016-06-22 18:53:22,4,0.0,6,Wednesday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,72501c26b21cb61483a58811d78542da,2844,590,0.25,1.767179670048,9.833333333333334,8.994487442360668,0.4844,0.5156,0.8391,7.945589953888534,1.5891179907777069,True,requested_at,2016-06-24 19:25:17,4,0.0,6,Friday
6,021e5cd15ef0bb3ec20a12af99e142b3,74.30569999999999,True,72ce66009784807c7809a290c2d122d3,1295,311,0.0,0.8046756936399999,5.183333333333334,6.040333333333333,0.5021,0.4979,0.4581,6.040333333333333,1.2080666666666666,False,requested_at,2016-06-19 13:39:10,3,1.0,6,Sunday
